fixture_id,league_id,date_utc,calendar_year,side,is_home,shots_total,shots_on_goal,shots_inside_box,shots_outside_box,blocked_shots,corners,possession,pass_accuracy,xg
232782,13,2015-10-17 17:45:00,2015,away,false,12,6,5,7,1,5,,,0.82
268391,23,2022-08-07 16:00:00,2022,away,false,9,4,5,4,2,6,47,78,1.36
292944,34,2025-08-31 18:00:00,2025,away,false,5,4,3,2,0,1,30,70,0.42
130751,62,2021-05-19 09:05:00,2021,home,true,16,4,13,3,3,7,56,89,1.6
279622,28,2025-12-07 22:00:00,2025,home,true,7,2,4,3,4,4,51,75,0.57
101491726,100000073,2025-12-18 00:30:00,2025,home,true,8,2,3,5,1,2,59,81,0.52
191588,3,2020-02-22 15:00:00,2020,home,true,12,5,10,2,2,4,,,1.22
230152,12,2019-11-01 17:30:00,2019,away,false,19,9,9,10,4,6,,,1.39
326514,60,2025-12-02 17:30:00,2025,home,true,17,2,10,7,8,6,69,84,1.4
19967,10,2024-04-13 17:00:00,2024,home,true,11,1,7,4,5,7,56,74,0.95
217625,9,2019-12-06 18:00:00,2019,home,true,16,10,14,2,1,7,,,1.68
139598,20,2022-04-10 00:00:00,2022,away,false,7,3,4,3,1,3,52,77,0.57
125938,37,2021-01-08 13:40:00,2021,away,false,23,7,20,3,6,10,60,85,2.41
603818,107,2025-10-04 10:30:00,2025,home,true,22,8,12,10,4,8,64,87,1.73
125386,37,2022-09-04 15:35:00,2022,away,false,9,1,9,0,1,4,61,89,1.04
214352,8,2024-12-15 16:15:00,2024,away,false,8,3,8,0,2,5,47,80,0.92
42664,20,2023-09-20 23:30:00,2023,home,true,16,7,14,2,1,6,41,78,1.68
190628,2,2025-02-01 15:00:00,2025,away,false,16,5,14,2,3,2,43,70,1.68
202044,5,2024-11-10 15:15:00,2024,away,false,9,2,4,5,3,2,47,88,0.64
289129,32,2025-03-07 18:00:00,2025,away,false,14,6,9,5,3,2,48,79,1.21
