fixture_id,team_id,team_name,coach_name,coach_api_id,formation,in_csv,in_pq
307488,992,Internacional de Bogota,A. Boyacá,10533,4-3-3,false,true
353630,1391,Botev Vratsa,A. Zdravkov,2886,3-4-3,false,true
100879023,6018,SV Lafnitz,P. Semlic,7785,5-3-2,false,false
293179,1819,Aris Thessalonikis,,,,false,true
99503,1006,Cumbayá,G. Sanmartin,17336,,false,true
206224,135,Eldense,José Luis Oltra,3241,4-4-1-1,false,true
199353,125,Leganes,Asier Garitano,1591,4-3-3,false,true
217380,244,Caen,F. Mercadal,1511,3-4-1-2,false,true
245201,4336,Akhisar Belediye,C. Arslan,3282,4-2-3-1,false,true
101540018,405,Kilmarnock,Kris Doolan,25735,4-3-2-1,false,false
278792,712,Gimnasia L.P.,H. Ortiz,844,4-4-2,false,true
100884921,380,Samsunspor,H. Eroğlu,1284,,false,false
207150,167,Udinese,,,,false,true
334211,4693,Atlético Choloma,,,,false,true
247164,373,Konyaspor,Recep Uçar,13237,4-1-4-1,false,true
101628,1076,Union La Calera,W. Lemma,22531,4-3-3,false,true
248251,406,Rangers,M. Warburton,97,,false,true
123911,1481,Jong Ajax,J. Heitinga,5322,4-3-3,false,true
102791,1068,Deportes Iquique,C. Leiva,9560,4-3-3,false,true
203907,3208,Deportivo La Coruna,Jose Martí,2920,4-2-3-1,false,true
101316117,4451,Ostersunds FK,M. Powell,3144,5-4-1,false,false
146397,1796,Slovácko,M. Svědík,1811,4-3-3,false,true
350364,1990,Lithuania,E. Jankauskas,2942,4-2-3-1,false,true
159490,2770,China,M. Lippi,357,4-4-2,false,true
133229,1626,Ghazl El Mehalla,Mohamed Ouda,3364,4-2-3-1,false,true
256074,442,Gremio,Vágner Mancini,2423,4-2-3-1,false,true
205231,138,Alcorcon,Fran Fernández,2111,4-4-2,false,true
331790,1116,Union Comercio,M. Vivas,71,4-2-3-1,false,true
121360,1434,Lommel United,S. Bould,13285,4-3-3,false,true
244062,371,Kasimpasa,,,,false,true
124175,1467,Emmen,D. Lukkien,1994,4-2-3-1,false,true
286035,816,Shenzhen,Lee Jang-Soo,10460,3-5-2,false,true
142741,1727,Birmingham Legion,T. Soehn,1062,,false,true
189658,32,Millwall,G. Rowett,2816,3-4-2-1,false,true
352917,260,Leverkusen,,,,false,true
183836,19,Man United,O. Solskjær,19,3-4-2-1,false,true
333209,1345,Nacional,Costinha,2857,,false,true
602721,289,Hansa Rostock,Daniel Brinkmann,12521,4-3-1-2,false,false
233470,298,Vitesse,H. Fraser,2005,4-3-3,false,true
258810,466,Sporting Kansas City,,,,false,true
315762,1045,Club Nacional,,,,false,true
144608,1773,Deportivo Saprissa,W. Centeno,697,,false,true
264154,504,Kawasaki Frontale,T. Oniki,553,4-1-4-1,false,true
227783,269,Mainz,Bo Bjørnholt Henriksen,1676,3-4-2-1,false,true
273563,622,SK Rapid,Peter Stöger,8720,4-2-3-1,false,true
241044,359,Club Brugge,I. Leko,1153,3-5-2,false,true
101610,1077,Everton de Vina,E. Solari,19429,4-3-3,false,true
293605,4525,Niki Volos,,,,false,true
179417,84,Mansfield,,,,false,true
292905,912,Waterford,John Coleman,603,5-3-2,false,true
357211,439,Cruzeiro,José Leonardo Nunes Alves Sousa Jardim,22,4-2-3-1,false,true
124419,1481,Jong Ajax,M. van der Gaag,1486,4-3-3,false,true
208166,159,Inter,F. de Boer,1979,4-3-3,false,true
221097,228,Troyes,J. Garcia,1472,4-2-3-1,false,true
341443,1151,Mineros de Guyana,,,,false,true
125632,924,Al Taee,M. Kouki,1160,4-2-3-1,false,true
180022,84,Mansfield,,,,false,true
112888,1258,Koper,Z. Željkovič,1851,4-2-3-1,false,true
268571,561,Rosenborg,K. Rekdal,1868,3-4-3,false,true
195287,68,Exeter,M. Taylor,626,4-4-2,false,true
101341528,100011080,Linköping,Willie Kirk,2343,4-4-2,false,false
220106,3745,Nimes,,,,false,true
250060,401,Livingston,David Paul Martindale,13439,4-2-3-1,false,true
245693,372,Ankaragucu,F. Çapa,1278,4-4-2,false,true
145045,1783,CD Olimpia,P. Troglio,2759,,false,true
227616,288,Holstein Kiel,M. Rapp,5348,3-1-4-2,false,true
272231,631,LASK,O. Glasner,1534,3-4-3,false,true
289697,882,Lahti,,,,false,true
368597,240,Bastia,S. Rossi,4265,,false,true
121152,349,Eupen,M. Selimbegović,1338,5-4-1,false,true
360491,1842,Lincoln Red Imps FC,J. Ribas,187,,false,true
266701,526,Club Tijuana,Washington Sebastián Abreu Gallo,4578,4-2-3-1,false,true
207320,172,Milan,,,,false,true
307438,984,Junior,A. Gamero,2165,4-2-3-1,false,true
351339,1925,Serbia,M. Krstajić,202,4-2-3-1,false,true
150795,1908,Denmark,Å. Hareide,204,4-2-3-1,false,true
262839,4374,Jubilo Iwata,H. Nanami,536,3-4-2-1,false,true
258906,478,Seattle Sounders,S. Schmid,3736,4-3-3,false,true
222372,245,Valenciennes,O. Guégan,1461,3-4-3,false,true
243969,4344,Kayseri Erciyesspor,,,,false,true
170254,1,Burnley,,,,false,true
118283,1336,Feirense,Ricardo Sousa,6485,3-5-2,false,true
239568,4333,Lierse,,,,false,true
286346,795,Henan Songshan Longmen,Nam Ki-Il,2792,4-4-2,false,true
154699,1976,Kazakhstan,A. Aliyev,14174,5-4-1,false,true
267020,555,Stabaek,B. McKinlay,8768,4-2-3-1,false,true
268744,549,Molde,E. Moe,1947,3-1-4-2,false,true
113716,1275,Sabah FA,M. Musaev,1316,,false,true
260113,476,Philadelphia Union,J. Curtin,1958,4-3-1-2,false,true
194361,70,Forest Green,M. Cooper,592,4-3-1-2,false,true
180020,2690,Southend,,,,false,true
201953,125,Leganes,Borja Jiménez,1100,4-2-3-1,false,true
200982,113,Getafe,José Bordalás,1596,4-4-2,false,true
271352,619,Salzburg,,,,false,true
216749,217,Montpellier,M. Der Zakarian,30,4-4-2,false,true
372600,375,Kayserispor,Erling Moe,28601,5-3-2,false,false
328996,1595,Adelaide United,Amor,5465,4-3-3,false,true
234754,303,Ajax,E. ten Hag,1993,4-3-3,false,true
218780,215,Clermont,P. Gastien,1468,3-4-2-1,false,true
252881,445,Goias,,,,false,true
352908,17,Chelsea,,,,false,true
