fixture_id,home_shots_total,away_shots_total,home_shots_on_goal,away_shots_on_goal,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_blocked_shots,away_blocked_shots,home_penalties,away_penalties,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_xg,away_xg,home_possession,away_possession,home_fouls,away_fouls,home_offsides,away_offsides,home_pass_accuracy,away_pass_accuracy,home_goals_ht,away_goals_ht,home_xg_ht,away_xg_ht,stats_fetched_at,in_csv,in_pq,xg_covered,xg_nulled,known_at
249605,19,9,8,3,10,7,9,2,4,0,1,0,8,5,0,2,0,0,2.11,0.88,71,29,10,10,0,2,86,64,2,0,,,,true,true,true,false,2022-10-08 15:45:00
112678,11,14,8,7,0,0,0,0,1,4,1,0,1,12,3,4,0,0,,,,,13,12,0,0,,,1,1,,,2026-03-10 11:41:51.256266,true,true,false,true,2023-02-18 13:45:00
289047,20,9,3,3,13,5,7,4,8,3,0,0,4,3,2,0,0,0,1.74,0.72,60,40,14,14,2,4,70,55,0,1,,,,true,true,true,false,2024-12-14 14:15:00
203823,5,8,2,2,3,5,2,3,1,0,0,0,1,6,2,3,0,0,0.42,0.68,,,,,,,,,1,0,,,,true,true,true,false,2019-04-14 15:45:00
101099487,12,10,3,3,9,5,3,5,4,3,,,4,1,3,1,,,,,56,44,13,17,4,2,75,75,0,0,,,2026-07-04 21:34:46,false,false,true,,2023-11-05 14:15:00
164037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 12:21:17.631765,true,true,false,true,2021-02-07 14:15:00
197042,24,13,7,4,17,8,7,5,7,6,0,0,4,2,0,1,0,0,2.2,1.09,39,61,10,9,0,0,64,72,0,0,,,,true,true,true,false,2024-12-14 16:45:00
351499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,,,,true,true,false,true,2018-11-17 02:00:00
626159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2026-01-26 01:00:00
112204,7,11,3,7,0,0,0,0,0,0,0,0,5,2,1,2,0,0,,,40,60,17,14,1,2,,,0,2,,,2026-03-10 12:12:09.943109,true,true,false,true,2021-05-22 18:45:00
434920,15,4,3,2,,,,,,,,,5,3,1,2,0,0,,,,,10,18,,,,,0,0,,,,true,false,true,,2019-02-01 01:45:00
99132,12,17,4,4,8,6,4,11,1,7,0,0,1,6,0,4,0,0,1.06,1.08,38,62,10,7,1,0,76,82,1,1,,,,true,true,true,false,2024-11-09 22:15:00
159077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,0,,,,true,true,false,true,2024-06-07 17:15:00
598394,6,5,3,3,,,,,,,,,5,3,2,4,0,0,,,,,13,16,,,,,0,1,,,,true,false,true,,2023-02-04 01:45:00
98703,13,3,7,1,4,1,9,2,1,0,0,0,6,5,1,3,0,1,,,,,,,,,,,0,0,,,,true,true,false,true,2020-02-02 22:00:00
129155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 10:04:09.366669,true,true,false,true,2024-03-17 17:15:00
260453,10,7,6,0,8,6,2,1,1,4,0,0,5,2,2,2,0,0,0.99,0.73,41,59,14,6,2,2,83,89,0,0,,,,true,true,true,false,2025-03-09 02:15:00
258793,17,10,8,2,11,5,6,5,2,2,0,0,11,4,2,5,0,0,1.48,0.75,,,,,,,,,,,,,,false,true,true,false,2015-10-03 00:45:00
161083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,2026-03-10 12:11:38.324595,true,true,false,true,2021-05-31 18:45:00
100565619,15,12,8,4,,,,,,,,,5,1,1,1,0,1,,,52,48,14,6,2,6,,,2,1,,,2026-07-04 23:33:06,false,false,true,,2020-07-04 18:45:00
288622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,false,,2022-09-30 19:45:00
104041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,,,,true,true,false,true,2020-02-28 02:15:00
594605,,,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,2,0,,,,true,false,true,,2018-09-22 01:45:00
203545,9,11,3,2,3,9,6,2,3,2,0,0,3,4,7,7,0,0,0.56,1.11,,,,,,,,,0,1,,,,true,true,true,false,2018-10-12 17:45:00
294864,9,11,4,6,0,0,0,0,0,0,1,0,1,8,0,1,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2019-08-31 20:15:00
186517,14,9,3,3,6,6,8,3,5,0,0,0,6,3,1,1,0,0,0.97,0.8,,,,,,,,,,,,,,false,true,true,false,2016-10-18 20:30:00
592510,,,,,,,,,,,,,,,1,3,0,0,,,,,,,,,,,0,2,,,,true,false,true,,2022-08-16 01:45:00
285245,11,11,7,4,7,7,4,4,2,1,0,0,3,7,2,1,0,0,0.95,0.95,,,,,,,,,1,0,,,,true,true,true,false,2018-09-15 13:20:00
312826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,false,,2025-09-06 17:45:00
274981,24,3,6,3,15,3,9,0,3,0,0,0,9,2,0,2,0,1,2.04,0.35,74,26,10,8,1,1,86,62,0,0,,,,true,true,true,false,2025-01-18 18:45:00
129125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,,true,true,false,true,2024-02-27 15:30:00
596935,11,10,3,3,,,,,,,,,6,7,1,1,0,0,,,,,8,7,,,,,1,1,,,,true,false,true,,2022-02-19 01:45:00
367132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,false,,2018-08-04 20:15:00
133462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 11:45:01.45011,true,true,false,true,2022-08-23 19:45:00
281271,10,16,5,5,7,11,3,5,3,2,0,0,3,4,3,5,0,0,0.91,1.44,57,43,15,19,0,1,79,75,2,0,,,,true,true,true,false,2022-08-29 18:55:00
97853,11,10,3,4,4,5,7,5,2,2,0,0,0,6,4,5,0,0,0.71,0.75,49,51,14,9,1,2,81,77,0,0,,,2026-03-10 11:57:37.693444,true,true,true,false,2022-02-03 03:00:00
152703,8,14,6,3,7,10,1,4,0,6,0,0,4,9,3,0,0,0,0.84,1.29,,,,,,,,,1,1,,,,true,true,true,false,2020-10-14 20:30:00
30862,19,10,7,3,12,7,7,3,7,4,0,0,7,3,2,3,0,1,1.63,0.91,45,55,6,9,2,2,80,84,0,1,,,,true,true,true,false,2023-11-25 16:45:00
344472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,true,false,true,,2019-10-04 19:45:00
268162,15,6,5,1,8,4,7,2,4,3,0,0,7,2,0,1,0,0,1.17,0.53,49,51,4,11,1,1,83,80,1,0,,,2026-03-10 12:06:44.442125,true,true,true,false,2021-09-12 17:45:00
331832,24,15,10,8,16,7,8,8,6,2,0,0,16,4,3,5,0,0,2.12,1.08,,,,,,,,,0,2,,,,true,true,true,false,2018-08-26 00:15:00
184745,10,10,6,3,8,7,2,3,1,5,0,1,4,5,2,1,0,0,0.99,1.56,44,56,8,7,0,2,85,89,2,1,,,2026-03-10 11:54:49.996051,true,true,true,false,2022-03-12 19:15:00
249661,24,7,7,1,18,5,6,2,10,1,0,0,11,1,0,4,0,0,2.28,0.65,56,44,5,12,0,3,74,62,0,0,,,,true,true,true,false,2023-01-02 16:45:00
140676,7,7,3,0,6,4,1,3,0,3,0,0,2,3,2,1,0,0,0.73,0.57,,,,,,,,,1,0,,,,true,true,true,false,2020-10-08 03:45:00
361012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,,,,true,true,false,true,2018-07-19 16:45:00
129002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,1,,,2026-03-10 11:38:36.223633,true,true,false,true,2023-08-16 18:15:00
159126,13,16,7,4,11,5,2,11,0,9,0,0,0,6,3,1,0,0,,,59,41,17,8,2,2,93,87,3,0,,,,true,true,false,true,2024-06-08 17:45:00
108729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:52:53.562988,true,true,false,true,2022-04-10 15:45:00
348072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2018-09-27 00:45:00
610023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2025-11-09 13:45:00
327861,18,6,5,4,11,3,7,3,8,0,0,0,5,2,3,1,0,0,1.51,0.45,54,46,11,10,0,1,85,81,0,2,,,,true,true,true,false,2026-02-07 16:45:00
446640,22,11,6,4,,,,,,,,,5,1,1,3,0,0,,,,,19,17,,,,,0,0,,,,true,false,true,,2018-09-01 01:45:00
138618,15,7,3,3,10,5,5,2,3,1,0,0,6,3,1,2,0,0,1.33,0.65,52,48,18,16,2,0,75,72,2,1,,,2026-03-10 12:19:14.428117,true,true,true,false,2021-03-01 04:45:00
222950,18,10,5,4,12,8,6,2,5,1,0,1,6,2,1,2,0,0,1.59,1.64,63,37,5,8,1,4,84,76,1,1,,,2026-03-10 11:57:41.208783,true,true,true,false,2022-02-01 19:45:00
248507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,1,,,,true,true,false,true,2017-11-05 16:45:00
608497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2025-11-14 14:45:00
343763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,true,false,false,,2017-11-20 20:45:00
146492,12,5,3,5,0,0,0,0,0,0,0,0,5,5,1,2,0,0,,,,,13,11,0,0,,,0,0,,,2026-03-10 11:40:38.78489,true,true,false,true,2023-04-15 15:45:00
334004,7,13,0,5,2,7,5,6,3,4,0,0,5,6,3,2,0,0,,,49,51,14,15,0,0,75,77,0,0,,,,true,true,false,true,2025-08-08 20:00:00
152605,5,13,3,1,2,7,3,6,1,5,0,0,4,7,1,3,0,0,0.34,1.02,,,,,,,,,1,1,,,,true,true,true,false,2020-10-10 17:45:00
256390,19,5,13,3,10,0,9,5,5,1,0,0,12,4,3,2,0,0,1.47,0.18,69,31,13,14,0,1,91,77,0,0,,,2026-03-10 11:45:41.907449,true,true,true,false,2022-08-14 20:45:00
254117,18,6,2,4,5,2,13,4,6,0,0,0,8,4,0,2,0,0,1.03,0.37,,,,,,,,,,,,,,false,true,true,false,2016-08-21 20:45:00
285800,20,10,7,2,8,5,12,5,7,2,0,0,6,6,2,0,0,0,1.34,0.75,58,42,14,16,1,2,83,76,0,0,,,2026-03-10 12:09:35.477661,true,true,true,false,2021-08-03 10:15:00
241318,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,1,0,0,,,,,,,,,,,3,0,,,,true,true,false,true,2018-12-22 21:15:00
381597,18,7,5,2,,,,,,,,,7,2,5,6,0,1,,,,,16,13,,,,,1,0,,,,true,false,true,,2025-10-04 01:45:00
297440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2019-03-02 08:45:00
331911,10,8,3,2,7,2,3,6,2,1,0,0,4,3,1,1,0,1,0.91,0.44,,,,,,,,,0,0,,,,true,true,true,false,2018-10-28 22:45:00
628993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,true,false,true,,2025-02-20 21:45:00
140808,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 10:04:03.940585,true,true,false,true,2024-03-23 21:45:00
630107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,true,false,true,,2024-03-24 16:45:00
601133,,,,,,,,,,,,,,,2,3,0,1,,,,,,,,,,,2,0,,,,true,false,true,,2023-10-24 20:30:00
14446,9,11,4,3,6,9,3,2,1,5,2,0,4,3,2,3,0,0,2.08,1.11,26,74,16,15,1,3,63,86,2,0,,,,true,true,true,false,2024-04-19 20:30:00
113022,6,5,3,1,0,0,0,0,0,0,0,0,6,3,1,3,0,0,,,51,49,6,27,4,0,,,0,0,,,2026-03-10 12:25:32.810759,true,true,false,true,2020-12-16 13:45:00
276306,16,16,9,4,8,8,8,8,1,2,0,0,4,6,2,3,0,0,1.2,1.2,53,47,20,11,1,3,76,71,0,0,,,2026-03-10 11:53:13.17361,true,true,true,false,2022-04-08 17:45:00
356580,24,8,10,0,16,2,8,6,6,5,0,0,4,4,3,2,0,0,,,51,49,16,11,0,0,79,78,3,0,,,,true,true,false,true,2025-10-02 18:30:00
310799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,,,,true,true,false,true,2020-06-05 19:45:00
124482,25,10,8,3,14,6,11,4,10,4,0,0,7,8,0,1,0,0,2.0,0.83,45,55,6,8,1,0,83,83,1,1,,,2026-03-10 12:17:46.428122,true,true,true,false,2021-03-15 20:45:00
327875,23,10,8,6,19,5,4,5,8,2,0,0,11,1,3,2,0,0,2.33,0.75,49,51,13,8,1,1,74,71,3,0,,,,true,true,true,false,2026-02-07 16:46:00
157785,7,12,3,2,3,5,4,7,0,5,0,0,1,6,7,6,0,0,0.49,0.82,39,61,13,16,2,2,72,80,1,0,,,,true,true,true,false,2023-09-10 20:30:00
597094,13,7,8,3,,,,,,,,,5,4,1,3,0,0,,,,,15,16,,,,,0,0,,,,true,false,true,,2021-05-01 01:45:00
187682,18,9,5,2,14,6,4,3,6,2,0,0,3,3,3,2,0,0,1.75,0.8,,,,,,,,,0,0,,,,true,true,true,false,2018-11-27 21:30:00
99270,11,24,3,8,6,13,5,11,2,3,0,0,6,6,4,2,0,0,,,33,67,15,15,0,2,67,83,0,0,,,,true,true,false,true,2023-06-18 00:45:00
119915,5,4,3,4,0,0,0,0,0,0,0,0,3,3,3,2,0,0,,,53,47,19,13,3,5,,,0,1,,,2026-03-10 12:14:37.025048,true,true,false,true,2021-04-24 18:45:00
633709,8,21,2,6,,,,,,,,,4,8,2,1,0,0,,,,,15,4,,,,,1,1,,,,true,false,true,,2025-11-02 01:45:00
342891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,true,,2019-09-11 21:15:00
607182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2024-10-19 17:45:00
255957,19,16,4,4,7,7,12,9,3,5,0,0,5,9,1,1,0,0,1.23,1.12,56,44,8,9,0,2,84,79,0,1,,,2026-03-10 12:08:08.474314,true,true,true,false,2021-08-22 01:45:00
5045,7,13,4,4,4,10,3,3,2,4,0,0,3,5,2,1,0,0,0.57,1.26,43,57,14,6,2,4,69,79,2,0,,,,true,true,true,false,2024-02-17 16:45:00
199985,6,11,2,3,5,6,1,5,1,2,0,1,2,9,4,1,0,0,0.61,1.51,,,,,,,,,0,0,,,,true,true,true,false,2018-05-19 18:15:00
140732,25,12,5,4,14,7,11,5,10,4,0,0,10,5,0,2,0,0,2.0,0.98,,,,,,,,,1,0,,,,true,true,true,false,2020-10-29 01:45:00
7369,7,17,1,7,3,12,4,5,2,6,0,0,6,7,2,1,0,0,0.49,1.56,53,47,9,8,1,1,65,64,1,3,,,,true,true,true,false,2023-09-23 15:45:00
271052,3,24,0,10,2,14,1,10,1,5,0,0,0,6,4,4,2,0,0.27,1.96,34,66,11,17,1,1,71,86,0,0,,,,true,true,true,false,2025-07-26 13:45:00
94209,13,15,5,5,10,8,3,7,3,2,0,0,6,6,1,2,0,0,1.26,1.17,43,57,18,14,1,3,81,85,1,0,,,,true,true,true,false,2022-09-24 15:45:00
98630,19,12,4,3,9,4,10,8,5,2,0,0,4,5,4,2,0,0,,,56,44,13,16,1,2,83,78,0,0,,,2026-03-10 12:01:58.102364,true,true,false,true,2021-11-09 02:45:00
318912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2017-02-02 13:15:00
616333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2023-11-07 14:15:00
604527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2023-09-01 19:45:00
156138,14,5,4,3,12,1,2,4,6,1,0,0,5,7,3,3,0,0,1.45,0.26,41,59,16,10,3,5,75,81,1,0,,,2026-03-10 11:50:57.643907,true,true,true,false,2022-05-04 23:45:00
345913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,true,,2019-06-25 18:45:00
100711913,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,1,1,,,2026-07-04 23:33:06,false,false,true,,2022-05-21 12:45:00
605698,21,6,4,1,12,3,9,3,2,0,0,0,7,2,2,4,0,1,1.7,0.45,68,32,11,10,3,0,83,60,0,0,,,2026-03-23 23:03:52.544193,true,false,true,false,2025-02-15 12:45:00
283862,14,12,4,3,10,5,4,7,5,2,0,0,5,4,3,3,0,0,1.29,0.82,43,57,11,14,3,0,59,67,1,0,,,2026-03-10 12:14:51.741032,true,true,true,false,2021-04-22 17:30:00
101092975,,,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,0,0,,,2026-07-04 23:33:06,false,false,true,,2024-04-24 15:45:00
100732039,17,13,5,4,11,8,6,5,2,2,,,5,5,2,1,,,,,51,49,18,15,4,1,75,67,0,0,,,2026-07-04 23:33:06,false,false,true,,2021-10-17 12:15:00
273434,10,15,4,2,7,9,3,6,3,4,0,0,5,5,4,3,0,0,0.91,1.25,38,62,10,12,2,2,63,77,1,0,,,,true,true,true,false,2025-04-22 18:15:00
374328,10,12,7,2,6,8,4,4,1,4,0,0,2,9,1,2,0,0,0.83,1.06,36,64,10,8,4,2,72,81,1,0,,,,true,false,true,false,2026-03-06 21:15:00
246586,12,21,5,9,10,11,2,10,0,7,0,0,5,4,3,4,1,0,1.22,1.62,48,52,12,13,2,0,68,75,1,1,,,,true,true,true,false,2023-01-14 12:15:00
406669,17,17,6,7,,,,,,,,,9,3,4,4,0,0,,,,,11,18,,,,,0,3,,,,true,false,true,,2023-11-05 01:45:00
276001,5,3,2,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,,,52,48,14,20,2,0,,,0,0,,,2026-03-10 12:17:17.732241,true,true,false,true,2021-03-21 13:15:00
139164,16,12,6,7,9,9,7,3,2,2,1,0,6,7,1,3,0,0,1.93,1.14,45,55,11,14,3,1,84,85,0,1,,,,true,true,true,false,2024-09-29 02:15:00
280775,22,15,4,9,13,9,9,6,7,0,0,0,6,3,3,3,0,0,1.81,1.25,,,,,,,,,1,1,,,,true,true,true,false,2020-08-30 17:15:00
355116,15,16,3,5,8,14,7,2,2,4,0,0,4,5,5,2,1,0,1.17,1.68,66,34,9,17,1,4,84,72,0,0,,,,true,true,true,false,2025-11-25 19:30:00
185876,17,15,5,2,7,8,10,7,5,3,0,0,2,4,2,3,0,0,,,,,,,,,,,,,,,,false,true,false,true,2015-09-12 15:45:00
213815,9,13,3,2,3,10,6,3,1,4,0,0,2,5,4,6,1,2,0.56,1.26,58,42,14,22,0,2,81,73,0,0,,,,true,true,true,false,2022-09-03 13:45:00
265952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2018-04-02 01:15:00
629048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2025-04-02 22:15:00
323484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,true,false,true,,2018-08-28 02:15:00
331885,21,13,7,4,14,7,7,6,5,4,0,0,8,4,0,2,0,0,1.86,1.02,,,,,,,,,1,1,,,,true,true,true,false,2018-10-04 20:00:00
61653,14,3,5,0,11,0,3,3,4,0,0,0,7,2,4,0,0,0,1.37,0.11,63,37,12,16,7,1,79,64,0,0,,,,true,true,true,false,2023-09-03 16:45:00
288683,12,13,7,8,0,0,0,0,0,0,1,0,10,5,2,1,0,0,,,57,43,6,8,1,1,,,1,0,,,,true,true,false,true,2022-12-14 18:45:00
100567067,9,10,4,4,,,,,,,,,10,4,0,0,0,0,,,58,42,12,11,0,4,,,1,1,,,2026-07-04 21:34:46,false,false,true,,2020-09-27 14:15:00
251386,13,7,2,1,,,,,,,,,7,4,0,3,0,0,,,,,9,14,,,,,0,0,,,,true,false,true,,2019-02-16 16:45:00
612724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,true,false,true,,2025-10-03 19:15:00
612039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,true,,2025-05-31 06:45:00
632324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,true,false,true,,2024-01-14 13:45:00
234629,12,10,2,2,8,6,4,4,7,4,0,0,5,1,3,1,0,0,1.06,0.83,47,53,8,5,1,0,83,85,0,0,,,2026-03-10 12:00:17.858758,true,true,true,false,2021-12-04 21:45:00
255661,15,17,5,6,8,6,7,11,2,7,0,0,4,5,0,1,0,0,1.17,1.08,38,62,12,8,0,1,70,84,1,0,,,2026-03-10 12:25:44.931851,true,true,true,false,2020-12-13 23:00:00
260038,9,6,4,2,6,5,3,1,3,4,0,0,7,3,2,3,0,0,0.8,0.61,,,,,,,,,0,0,,,,true,true,true,false,2019-03-24 01:15:00
294681,6,5,3,1,0,0,0,0,0,0,0,0,3,3,2,2,0,0,,,,,,,,,,,0,1,,,,true,true,false,true,2018-11-03 15:45:00
308742,14,14,2,2,9,9,5,5,8,7,0,0,4,5,3,3,1,0,1.21,1.21,44,56,9,13,3,2,73,80,0,0,,,,true,true,true,false,2025-03-31 00:30:00
121671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,1,,,2026-03-10 12:00:07.917872,true,true,false,true,2021-12-05 20:45:00
251479,9,8,1,4,0,0,0,0,0,0,0,0,9,2,0,0,0,0,,,,,,,,,,,,,,,,false,true,true,,2019-09-21 15:45:00
246562,6,6,2,1,3,2,3,4,1,4,0,0,1,3,2,2,0,0,0.45,0.37,47,53,14,15,2,1,87,85,0,0,,,,true,true,true,false,2022-12-27 15:45:00
135157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,true,false,false,,2021-07-27 18:30:00
163665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,true,false,false,,2022-11-19 15:45:00
153581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,2,,,2026-03-10 10:00:43.266535,true,true,false,true,2024-12-01 15:45:00
208283,17,14,7,9,12,5,5,9,3,2,0,0,3,0,2,3,1,1,1.56,0.89,,,,,,,,,1,4,,,,true,true,true,false,2017-02-04 21:30:00
332,15,21,4,6,6,13,9,8,7,8,0,0,8,12,4,1,0,1,1.01,1.78,63,37,10,17,2,1,81,74,0,1,,,,true,true,true,false,2024-04-24 20:30:00
257159,15,8,3,2,8,7,7,1,8,1,0,0,7,3,1,5,0,0,1.17,0.84,60,40,9,23,2,2,89,82,0,0,,,,true,true,true,false,2025-05-18 23:15:00
120465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 11:42:54.768032,true,true,false,true,2022-11-19 17:45:00
260844,14,16,7,7,11,13,3,3,1,4,0,1,8,6,2,1,0,0,1.37,2.25,53,47,8,9,3,2,86,85,2,0,,,,true,true,true,false,2025-09-07 02:15:00
141811,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,0,0,0,,,1,0,,,2026-03-10 11:48:49.415385,true,true,false,true,2022-06-12 01:15:00
281845,21,5,4,1,13,3,8,2,10,3,0,0,7,1,3,2,0,0,1.78,0.42,58,42,18,17,6,1,74,67,0,0,,,,true,true,true,false,2025-07-26 17:15:00
214225,13,13,2,1,11,4,2,9,6,8,0,0,5,5,3,2,0,1,1.34,0.78,31,69,30,7,0,1,80,88,1,0,,,,true,true,true,false,2024-09-14 14:45:00
377020,15,7,2,5,14,5,1,2,4,1,,,4,6,2,2,1,0,,,46,54,11,11,4,1,77,82,0,2,,,2026-07-04 21:34:46,false,false,true,,2026-04-25 20:45:00
145989,20,12,5,3,12,10,8,2,5,5,0,0,2,6,0,2,0,0,1.66,1.22,49,51,7,13,4,2,81,79,1,0,,,,true,true,true,false,2025-05-25 15:45:00
159292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,2,0,,,2026-03-10 10:01:30.477953,true,true,false,true,2024-10-15 13:45:00
297486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,true,false,true,,2019-05-11 09:45:00
217668,9,4,2,0,4,1,5,3,2,1,0,0,4,2,1,2,0,0,0.64,0.22,,,,,,,,,0,0,,,,true,true,true,false,2020-01-25 18:15:00
210637,16,19,3,3,13,11,3,8,6,7,0,0,10,8,2,3,0,0,1.6,1.55,59,41,8,7,4,0,83,76,0,0,,,,true,true,true,false,2023-04-01 17:45:00
242945,15,4,3,3,10,4,5,0,3,1,0,0,2,2,1,3,0,0,1.33,0.46,69,31,9,16,3,0,87,75,0,1,,,,true,true,true,false,2025-04-24 20:15:00
237224,17,7,8,2,13,4,4,3,1,1,0,0,7,5,0,1,0,0,1.64,0.57,,,,,,,,,1,0,,,,true,true,true,false,2018-01-07 19:45:00
245498,12,15,2,7,8,8,4,7,3,3,0,0,10,3,1,2,1,0,1.06,1.17,,,,,,,,,0,0,,,,true,true,true,false,2020-02-07 18:45:00
254315,10,15,7,5,6,9,4,6,2,4,0,0,6,6,2,2,0,0,0.83,1.25,,,,,,,,,1,0,,,,true,true,true,false,2017-05-28 15:45:00
374363,17,14,2,3,11,8,6,6,3,4,,,6,10,0,3,,,1.82,1.17,46,54,15,14,1,1,86,85,0,1,,,2026-07-04 21:34:46,false,false,true,false,2026-04-06 14:30:00
134788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,,,2026-03-10 11:49:18.045764,true,true,false,true,2022-05-27 17:30:00
149130,11,16,3,4,0,0,0,0,1,2,0,0,3,11,4,4,0,0,,,,,17,13,3,1,,,1,0,,,2026-03-10 12:09:06.581251,true,true,false,true,2021-08-10 18:45:00
26225,19,8,8,0,9,4,10,4,4,5,0,0,6,2,2,1,0,0,1.39,0.6,50,50,10,11,0,0,87,86,2,0,,,,true,true,true,false,2024-04-14 21:15:00
100044706,4,6,2,4,,,,,,,,,6,2,1,4,1,0,,,47,53,15,16,2,2,,,0,0,,,2026-07-04 21:34:46,false,false,true,,2016-10-20 01:30:00
276339,7,11,3,3,5,5,2,6,2,4,1,0,4,4,3,2,0,0,1.29,0.79,46,54,13,16,1,2,75,77,1,1,,,2026-03-10 11:51:27.523433,true,true,true,false,2022-04-29 17:45:00
280207,14,9,6,4,10,5,4,4,3,2,1,0,9,2,2,2,0,0,1.94,0.72,,,,,,,,,0,1,,,,true,true,true,false,2018-04-29 14:45:00
199288,11,16,4,6,6,9,5,7,2,3,0,0,6,5,4,6,0,0,0.87,1.28,,,,,,,,,,,,,,false,true,true,false,2016-09-23 20:30:00
284910,12,14,4,4,8,9,4,5,6,5,0,0,3,3,2,4,0,0,1.06,1.21,,,,,,,,,1,1,,,,true,true,true,false,2017-05-13 09:15:00
291284,11,15,6,10,0,0,0,0,2,0,0,0,5,3,1,2,0,0,,,61,39,5,15,1,2,,,2,1,,,2026-03-10 11:51:55.16535,true,true,false,true,2022-04-23 15:45:00
