id,api_football_id,name,firstname,lastname,age,nationality,height,weight,photo,in_csv,in_pq
81083,87649,C. Simonin,,,,,,,https://media.api-sports.io/football/players/87649.png,true,true
174593,105764,D. Merendino,,,,,,,,true,true
142480,222774,D. Golaydo,,,,,,,,true,true
179736,154221,J. Wastell,,,,,,,,true,true
134820,532935,M. M. Ahmadi,,,,,,,,true,true
117542,269249,Geron Tocka,,,,,,,,true,true
170474,353406,J. Pereira,,,,,,,,true,true
136428,70321,Anderson,,,,,,,,true,true
202078,85838,H. Randriantsara,,,,,,,,true,true
168279,472469,Cameron Smith,,,,,,,https://media.api-sports.io/football/players/472469.png,true,true
116365,134700,Marko Žuljević,,,,,,,https://media.api-sports.io/football/players/134700.png,true,true
116914,137311,A. Hadjigavriel,,,,,,,,true,true
139788,221463,S. Hasanov,,,,,,,,true,true
125862,95334,H. Benítez,,,,,,,,true,true
159766,525839,Robin van Asten,,,,,,,https://media.api-sports.io/football/players/525839.png,true,true
214092,434917,Sana Mané,,,,,,,,true,true
83037,225160,T. Yokotake,,,,,,,,true,true
96193,47784,Sebastian Crona,,,,,,,https://media.api-sports.io/football/players/47784.png,true,true
56135,31612,Mariano Arini,,,,,,,https://media.api-sports.io/football/players/31612.png,true,true
162028,102562,O. Jiménez,,,,,,,,true,true
209666,437762,A. Dosso,,,,,,,,true,true
209084,398796,Y. El Menan,,,,,,,,true,true
170519,360445,G. Mpole,,,,,,,,true,true
202848,22761,L. Remond,,,,,,,,true,true
216944,133696,J. Wielinga,,,,,,,,true,true
134103,29900,A. Monazzemi,,,,,,,,true,true
206969,346549,M. Legal,,,,,,,,true,true
79329,349324,Matheus Zancan Buzatto,,,,,,,,true,true
218779,487508,D. Hellings,,,,,,,,true,true
132079,265697,Jakub Sova,,,,,,,,true,true
88012,43397,Ismail Yediev,,,,,,,https://media.api-sports.io/football/players/43397.png,true,true
70811,114281,J. Kamba,,,,,,,,true,true
106473,44416,Ali Alzubaidi,,,,,,,https://media.api-sports.io/football/players/44416.png,true,true
75055,117258,A. Neil,,,,,,,,true,true
124725,350131,A. Chaaraoui,,,,,,,,true,true
127993,51800,A. Ravecca,,,,,,,,true,true
145875,306351,Ryohei Miyazaki,,,,,,,,true,true
35823,17956,E. Osadebe,,,,,,,https://media.api-sports.io/football/players/17956.png,true,true
136889,268128,Joao Siqueira,,,,,,,https://media.api-sports.io/football/players/268128.png,true,true
108871,547427,Ri Yong-jik,,,,,,,,true,true
124485,302567,I. Boukhelifa,,,,,,,,true,true
63333,24917,Denis Thomalla,,,,,,,https://media.api-sports.io/football/players/24917.png,true,true
151660,369015,B. Rekić,,,,,,,,true,true
212688,626196,Idris Kadded,,,,,,,https://media.api-sports.io/football/players/626196.png,true,true
63075,25326,Johannes Eggestein,,,,,,,https://media.api-sports.io/football/players/25326.png,true,true
154491,194817,Jeovanni Dianganga,,,,,,,https://media.api-sports.io/football/players/194817.png,true,true
60014,445604,Joel Emmanuel Coulibaly,,,,,,,https://media.api-sports.io/football/players/445604.png,true,true
191421,610287,A. Montes,,,,,,,,true,true
121983,66859,D. Kovacevic,,,,,,,,true,true
109836,386355,Z. Labib,,,,,,,,true,true
109665,334389,S. Chihab,,,,,,,,true,true
188763,495003,G. Bailey,,,,,,,,true,true
47444,340816,H. Minturn,,,,,,,https://media.api-sports.io/football/players/340816.png,true,true
180632,122564,Mohamed Mizzian,,,,,,,https://media.api-sports.io/football/players/122564.png,true,true
115634,533871,A. Fayez,,,,,,,,true,true
167934,620242,A. Callwood,,,,,,,,true,true
110862,253312,Amir Azmy,,,,,,,,true,true
168185,554337,J. Jones,,,,,,,,true,true
85619,12406,Carlos Rotondi,,,,,,,https://media.api-sports.io/football/players/12406.png,true,true
53557,2858,Albin Ekdal,,,,,,,https://media.api-sports.io/football/players/2858.png,true,true
138001,65716,A. Paniagua,,,,,,,,true,true
122906,45454,M. Vranjanin,,,,,,,https://media.api-sports.io/football/players/45454.png,true,true
62016,374504,Samba Diba,,,,,,,https://media.api-sports.io/football/players/374504.png,true,true
48081,26846,Marc Fernández Gracia,,,,,,,https://media.api-sports.io/football/players/26846.png,true,true
36507,19794,K. Dougall,,,,,,,https://media.api-sports.io/football/players/19794.png,true,true
153097,296460,I. Taboubi,,,,,,,,true,true
140587,546361,E. Safarov,,,,,,,,true,true
175462,142681,D. Silva,,,,,,,,true,true
115600,534080,O. Barry,,,,,,,,true,true
183712,255407,O. Dalen,,,,,,,,true,true
157369,53089,M. Murillo,,,,,,,,true,true
139289,549610,L. Figueroa,,,,,,,,true,true
162107,240934,J. Kyei,,,,,,,,true,true
109434,192355,M. Rahim,,,,,,,https://media.api-sports.io/football/players/192355.png,true,true
201110,85321,B. Lezis,,,,,,,,true,true
66121,12133,R. Barroilhet,,,,,,,,true,true
131197,201905,Vicente Bernedo,,,,,,,https://media.api-sports.io/football/players/201905.png,true,true
157058,224334,G. Rivas,,,,,,,,true,true
189101,615646,B. Pollock,,,,,,,,true,true
138776,375914,Kevin de Souza,,,,,,,,true,true
156694,103872,M. Padilla,,,,,,,,true,true
69557,41886,Alvarinho,,,,,,,https://media.api-sports.io/football/players/41886.png,true,true
114123,474161,Hamid Yahya,,,,,,,https://media.api-sports.io/football/players/474161.png,true,true
116358,131435,Jakov Karabatić,,,,,,,https://media.api-sports.io/football/players/131435.png,true,true
174531,105844,E. Françoise,,,,,,,,true,true
185975,82405,C. Smith,,,,,,,https://media.api-sports.io/football/players/82405.png,true,true
155380,255509,N. Eliauri,,,,,,,,true,true
47895,525873,Fate Kotey,,,,,,,https://media.api-sports.io/football/players/525873.png,true,true
186398,154150,T. Cummings,,,,,,,,true,true
144304,67446,C. Gligor,,,,,,,https://media.api-sports.io/football/players/67446.png,true,true
120732,344687,J. Tovar,,,,,,,,true,true
209800,437354,G. Landre,,,,,,,,true,true
69822,10079,Vitor Eudes,,,,,,,https://media.api-sports.io/football/players/10079.png,true,true
94428,51480,Armando Méndez,,,,,,,https://media.api-sports.io/football/players/51480.png,true,true
57000,310432,Andrea Caliò,,,,,,,https://media.api-sports.io/football/players/310432.png,true,true
158874,37752,G. Vlak,,,,,,,,true,true
184135,112994,P. Leucă,,,,,,,,true,true
64700,90699,Tim Wiesner,,,,,,,https://media.api-sports.io/football/players/90699.png,true,true
200646,86124,A. Garcia,,,,,,,,true,true
187045,155487,K. Wells,,,,,,,,true,true
191586,610039,D. Cano,,,,,,,,true,true
169296,22868,R. Sélé,,,,,,,,true,true
186040,153957,D. Chadwick,,,,,,,,true,true
203399,83770,M. Thirouin,,,,,,,,true,true
132900,85910,E. Eckert,,,,,,,,true,true
130503,541299,D. Diaz,,,,,,,,true,true
189998,497595,Pupy,,,,,,,,true,true
53915,30949,M. Albertazzi,,,,,,,https://media.api-sports.io/football/players/30949.png,true,true
200658,85226,J. Chang Koei Chang,,,,,,,,true,true
205054,192684,D. Brocard,,,,,,,,true,true
140687,99099,H. Kiiza,,,,,,,,true,true
165597,73804,Mohamed Husseini,,,,,,,https://media.api-sports.io/football/players/73804.png,true,true
104303,592,G. Giannoutsos,,,,,,,https://media.api-sports.io/football/players/592.png,true,true
119586,13620,Stalin Motta,,,,,,,https://media.api-sports.io/football/players/13620.png,true,true
188901,494261,T. Cole,,,,,,,,true,true
99738,43162,Răzvan Trif,,,,,,,https://media.api-sports.io/football/players/43162.png,true,true
67209,152850,Dirk Proper,,,,,,,https://media.api-sports.io/football/players/152850.png,true,true
213376,295356,Leandro Vieira,,,,,,,,true,true
181195,181636,Joel,,,,,,,,true,true
207904,386592,P. Jarnot,,,,,,,,true,true
185966,231930,R. Smith,,,,,,,,true,true
90976,11317,G. Rusev,,,,,,,https://media.api-sports.io/football/players/11317.png,true,true
69833,9623,Juninho Vieira,,,,,,,https://media.api-sports.io/football/players/9623.png,true,true
126774,110969,R. Cohen,,,,,,,,true,true
75699,45265,L. Dick,,,,,,,,true,true
129245,13927,A. Mata,,,,,,,,true,true
139564,124689,C. Kazımov,,,,,,,,true,true
82172,63439,Y. Cheberko,,,,,,,https://media.api-sports.io/football/players/63439.png,true,true
196650,136081,D. Nemia,,,,,,,,true,true
111171,17180,Islam Gamal,,,,,,,https://media.api-sports.io/football/players/17180.png,true,true
55571,451504,Jeff Ekhator,,,,,,,https://media.api-sports.io/football/players/451504.png,true,true
84987,13791,Arley Rodríguez,,,,,,,https://media.api-sports.io/football/players/13791.png,true,true
90203,503615,Tristan Schoppitsch,,,,,,,https://media.api-sports.io/football/players/503615.png,true,true
66961,135497,V. Timmers,,,,,,,,true,true
98583,12878,Li Jinqing,,,,,,,https://media.api-sports.io/football/players/12878.png,true,true
34956,44830,D. Gray,,,,,,,https://media.api-sports.io/football/players/44830.png,true,true
51088,47216,Mohammed Djetei,,,,,,,https://media.api-sports.io/football/players/47216.png,true,true
187219,155703,J. Castiglione,,,,,,,,true,true
72118,432648,Thibaud Sergeant,,,,,,,https://media.api-sports.io/football/players/432648.png,true,true
91418,40362,K. Kumor,,,,,,,,true,true
58750,20879,Joffrey Cuffaut,,,,,,,https://media.api-sports.io/football/players/20879.png,true,true
202592,83857,P. Coly,,,,,,,,true,true
210666,500179,B. Kourouma,,,,,,,,true,true
210879,501744,A. Bivard,,,,,,,,true,true
54642,30422,R. Gosens,,,,,,,https://media.api-sports.io/football/players/30422.png,true,true
127173,131561,O. Brami,,,,,,,,true,true
57319,370439,K. Haveri,,,,,,,https://media.api-sports.io/football/players/370439.png,true,true
165995,104173,Ismail Al Amour,,,,,,,,true,true
126878,106810,E. Levi,,,,,,,,true,true
66545,15335,N. Mytides,,,,,,,https://media.api-sports.io/football/players/15335.png,true,true
85424,13176,Juan Pablo Segovia,,,,,,,https://media.api-sports.io/football/players/13176.png,true,true
106547,2645,Hassan Sharahili,,,,,,,https://media.api-sports.io/football/players/2645.png,true,true
111855,355402,Ahmed Sayed Gharib,,,,,,,https://media.api-sports.io/football/players/355402.png,true,true
152519,244360,S. Bédi Guy,,,,,,,,true,true
35456,82521,W. Joyce,,,,,,,,true,true
133778,30367,F. Mohammadizadeh,,,,,,,,true,true
70227,441512,Jonatás Noro,,,,,,,https://media.api-sports.io/football/players/441512.png,true,true
153431,436046,N. Trabelsi,,,,,,,,true,true
81671,131088,R. Edwards,,,,,,,https://media.api-sports.io/football/players/131088.png,true,true
66880,553,Danilo,,,,,,,https://media.api-sports.io/football/players/553.png,true,true
114501,230740,Ali Al Marri,,,,,,,,true,true
94293,311316,Felipe Peña Biafore,,,,,,,https://media.api-sports.io/football/players/311316.png,true,true
148175,96673,Eloi,,,,,,,,true,true
199310,249565,K. Barralon,,,,,,,,true,true
140705,98955,Andile Fikizolo,,,,,,,https://media.api-sports.io/football/players/98955.png,true,true
173151,83077,R. Sørensen,,,,,,,,true,true
19064,30935,G. Munari,,,,,,,https://media.api-sports.io/football/players/30935.png,true,true
130127,379986,J. Roques,,,,,,,,true,true
79435,357178,Vitor Hugo,,,,,,,https://media.api-sports.io/football/players/357178.png,true,true
198415,250430,A. Conat,,,,,,,,true,true
212932,119286,André Tonon,,,,,,,,true,true
193993,128532,J. Simon,,,,,,,,true,true
128935,354653,T. Correa,,,,,,,,true,true
85929,237240,Eduardo García,,,,,,,https://media.api-sports.io/football/players/237240.png,true,true
76562,326845,A. Brooks,,,,,,,,true,true
64837,24985,Asger Sørensen,,,,,,,https://media.api-sports.io/football/players/24985.png,true,true
200659,86136,A. Tchen,,,,,,,,true,true
100657,435566,Raul Stanciu,,,,,,,https://media.api-sports.io/football/players/435566.png,true,true
201905,24088,T. N'Joh-Eboa,,,,,,,,true,true
206952,282565,V. Schwender,,,,,,,,true,true
186712,118779,C. Morris,,,,,,,,true,true
121071,451606,Jaider Moreno,,,,,,,https://media.api-sports.io/football/players/451606.png,true,true
64739,25594,Marco Königs,,,,,,,https://media.api-sports.io/football/players/25594.png,true,true
122151,66735,A. Batioja,,,,,,,,true,true
188996,581967,L. Alker,,,,,,,,true,true
175619,544027,M. Battistini,,,,,,,,true,true
166868,168073,D. Raven,,,,,,,,true,true
68994,80378,Paulo Henrique,,,,,,,https://media.api-sports.io/football/players/80378.png,true,true
145324,98346,M. Rajović,,,,,,,,true,true
82303,362437,Stuart Hawkins,,,,,,,https://media.api-sports.io/football/players/362437.png,true,true
61083,87107,K. Quenum,,,,,,,https://media.api-sports.io/football/players/87107.png,true,true
93935,180841,Braian Maidana,,,,,,,https://media.api-sports.io/football/players/180841.png,true,true
111853,377048,Ahmed Gamal,,,,,,,https://media.api-sports.io/football/players/377048.png,true,true
97543,277310,Andreas Gülstorff,,,,,,,https://media.api-sports.io/football/players/277310.png,true,true
179991,277438,Avan Jones,,,,,,,https://media.api-sports.io/football/players/277438.png,true,true
46168,346887,K. Mfuamba,,,,,,,https://media.api-sports.io/football/players/346887.png,true,true
49955,184609,J. Moreno,,,,,,,https://media.api-sports.io/football/players/184609.png,true,true
161735,554511,K. Podgorni,,,,,,,,true,true
1700,24941,Mats Møller Dæhli,,,,,,,https://media.api-sports.io/football/players/24941.png,true,true
181642,284167,Abel Julve,,,,,,,https://media.api-sports.io/football/players/284167.png,true,true
134987,588120,E. Sazegari,,,,,,,,true,true
118436,16724,D. Palleres,,,,,,,,true,true
50176,312650,Marezi,,,,,,,https://media.api-sports.io/football/players/312650.png,true,true
211118,196167,N. Benabbou,,,,,,,,true,true
161346,591459,E. Freimanis,,,,,,,,true,true
63025,8960,M. Besuschkow,,,,,,,https://media.api-sports.io/football/players/8960.png,true,true
185250,114888,A. Blakeman,,,,,,,https://media.api-sports.io/football/players/114888.png,true,true
121145,466962,Juan Quiceno,,,,,,,https://media.api-sports.io/football/players/466962.png,true,true
149050,201900,Diogo Barbosa,,,,,,,https://media.api-sports.io/football/players/201900.png,true,true
133331,373787,N. Noordanus,,,,,,,,true,true
90523,48664,M. Liechti,,,,,,,,true,true
54860,63934,Alessio Furlanetto,,,,,,,https://media.api-sports.io/football/players/63934.png,true,true
175364,282899,M. Preka,,,,,,,,true,true
203187,84827,E. Catherin,,,,,,,,true,true
173148,83191,S. Olsen,,,,,,,,true,true
177572,333080,A. Guett Guett,,,,,,,https://media.api-sports.io/football/players/333080.png,true,true
198051,21466,Tony Da Costa,,,,,,,https://media.api-sports.io/football/players/21466.png,true,true
122825,325809,E. Czérna,,,,,,,,true,true
93042,6363,Facundo Altamirano,,,,,,,https://media.api-sports.io/football/players/6363.png,true,true
202157,86989,A. Arragon,,,,,,,,true,true
100494,42738,S. Moroz,,,,,,,,true,true
188121,309813,D. Hutchinson,,,,,,,,true,true
105006,66293,S. Dostál,,,,,,,https://media.api-sports.io/football/players/66293.png,true,true
212074,502693,D. Vespasien,,,,,,,,true,true
157529,36249,E. Prono,,,,,,,,true,true
146115,361396,S. Bukinac,,,,,,,https://media.api-sports.io/football/players/361396.png,true,true
145618,147976,V. Lukić,,,,,,,,true,true
136432,77984,Raoni,,,,,,,,true,true
206904,275968,F. Aubry,,,,,,,,true,true
98311,12439,Wang Zhuo,,,,,,,https://media.api-sports.io/football/players/12439.png,true,true
148146,41990,André Costa,,,,,,,,true,true
120556,195721,Felipe Parra,,,,,,,https://media.api-sports.io/football/players/195721.png,true,true
197859,251037,A. Lepine,,,,,,,,true,true
68743,83386,P. Sow,,,,,,,,true,true
79866,399512,Eli,,,,,,,https://media.api-sports.io/football/players/399512.png,true,true
75579,373633,D. Smith,,,,,,,https://media.api-sports.io/football/players/373633.png,true,true
97240,128177,S. Sørensen,,,,,,,,true,true
98168,12606,Xu Junmin,,,,,,,https://media.api-sports.io/football/players/12606.png,true,true
111108,17143,Ahmed Ramadan,,,,,,,https://media.api-sports.io/football/players/17143.png,true,true
54599,91460,M. Cozzari,,,,,,,,true,true
174448,105521,M. Snoddy,,,,,,,,true,true
177301,289133,M. Kelement,,,,,,,,true,true
126977,110953,Q. Ghanem,,,,,,,,true,true
59804,333137,Kassoum Ouattara,,,,,,,https://media.api-sports.io/football/players/333137.png,true,true
185448,167309,D. Ball,,,,,,,,true,true
149744,227311,J. Garza,,,,,,,,true,true
117475,465557,M. Theocharous,,,,,,,,true,true
57156,327581,Massimo Zilli,,,,,,,https://media.api-sports.io/football/players/327581.png,true,true
201160,23416,A. Leux,,,,,,,,true,true
71250,28864,G. Martin,,,,,,,https://media.api-sports.io/football/players/28864.png,true,true
48205,116960,Serrano,,,,,,,,true,true
77891,34173,Rômulo,,,,,,,https://media.api-sports.io/football/players/34173.png,true,true
178738,282152,Anderson,,,,,,,https://media.api-sports.io/football/players/282152.png,true,true
45058,190505,James Berry,,,,,,,https://media.api-sports.io/football/players/190505.png,true,true
162556,103314,C. Glennon,,,,,,,,true,true
104967,632408,Nikolaos Tolios,,,,,,,https://media.api-sports.io/football/players/632408.png,true,true
145480,45974,Filip Stojanović,,,,,,,,true,true
46643,69297,D. Mândroiu,,,,,,,https://media.api-sports.io/football/players/69297.png,true,true
201564,23289,P. Barbaret,,,,,,,,true,true
98641,13097,Liu Peng,,,,,,,,true,true
192827,260158,P. Frisch,,,,,,,,true,true
98058,12906,Li Benjian,,,,,,,https://media.api-sports.io/football/players/12906.png,true,true
1116,50869,B. Guzan,,,,,,,https://media.api-sports.io/football/players/50869.png,true,true
98833,340507,Feifan Jia,,,,,,,https://media.api-sports.io/football/players/340507.png,true,true
151627,219515,N. Prebiračević,,,,,,,,true,true
185145,167174,L. Turner,,,,,,,,true,true
126055,119129,Alejandro Samudio,,,,,,,https://media.api-sports.io/football/players/119129.png,true,true
185072,157222,G. Kvedaras,,,,,,,,true,true
101632,248071,E. Fonsell,,,,,,,,true,true
141267,98898,Lebohang Mabotja,,,,,,,https://media.api-sports.io/football/players/98898.png,true,true
66144,116170,P. Merencia,,,,,,,,true,true
44357,92993,Mats Wieffer,,,,,,,https://media.api-sports.io/football/players/92993.png,true,true
90869,414189,Lars Villiger,,,,,,,https://media.api-sports.io/football/players/414189.png,true,true
138819,406324,Luis Coplot,,,,,,,https://media.api-sports.io/football/players/406324.png,true,true
177793,182726,Adrià Collet,,,,,,,https://media.api-sports.io/football/players/182726.png,true,true
88189,53581,D. Miškić,,,,,,,https://media.api-sports.io/football/players/53581.png,true,true
217617,274514,B. Brandsma,,,,,,,,true,true
150466,304871,A. Bodden,,,,,,,,true,true
69983,330294,Diogo Fonseca,,,,,,,https://media.api-sports.io/football/players/330294.png,true,true
197900,251053,L. Ramenatte,,,,,,,,true,true
151235,76935,D. Jakupović,,,,,,,,true,true
55894,343565,Adi Kurti,,,,,,,https://media.api-sports.io/football/players/343565.png,true,true
208601,398265,H. Samih,,,,,,,,true,true
96924,15728,K. Risgaard,,,,,,,,true,true
117431,293450,David Abagna,,,,,,,https://media.api-sports.io/football/players/293450.png,true,true
119244,510719,Leao Tenorio,,,,,,,https://media.api-sports.io/football/players/510719.png,true,true
194872,304740,Birkan Celik,,,,,,,https://media.api-sports.io/football/players/304740.png,true,true
90240,592148,E. Lorenz,,,,,,,https://media.api-sports.io/football/players/592148.png,true,true
68837,116484,Artur Taborda,,,,,,,,true,true
152876,49803,F. Ghouma,,,,,,,,true,true
186145,154354,S. Pedulu,,,,,,,,true,true
95824,48326,F. Ali,,,,,,,https://media.api-sports.io/football/players/48326.png,true,true
210615,336919,Aristide Bureau,,,,,,,https://media.api-sports.io/football/players/336919.png,true,true
130933,11797,Juan Gutiérrez,,,,,,,https://media.api-sports.io/football/players/11797.png,true,true
144019,200862,D. Popara,,,,,,,https://media.api-sports.io/football/players/200862.png,true,true
201715,85436,H. Yousfi,,,,,,,,true,true
151617,326094,D. Blagojević,,,,,,,,true,true
213163,291792,Matthaus,,,,,,,,true,true
71018,114102,M. Turcan,,,,,,,,true,true
147260,39523,T. Etchemaite,,,,,,,https://media.api-sports.io/football/players/39523.png,true,true
56316,91350,Fabio Bertoli,,,,,,,,true,true
35630,48601,C. Routis,,,,,,,https://media.api-sports.io/football/players/48601.png,true,true
91132,602732,Mardochee Miguel,,,,,,,https://media.api-sports.io/football/players/602732.png,true,true
188306,331550,Anton Smith,,,,,,,,true,true
35032,114885,R. Blake,,,,,,,,true,true
78975,9333,Arthur,,,,,,,https://media.api-sports.io/football/players/9333.png,true,true
42405,53231,Momodou Touray,,,,,,,https://media.api-sports.io/football/players/53231.png,true,true
171927,573284,W. Thomason,,,,,,,,true,true
126378,319568,A. Vargas,,,,,,,,true,true
182354,187195,Jorge Pérez,,,,,,,https://media.api-sports.io/football/players/187195.png,true,true
170407,349278,G. Kasonko,,,,,,,,true,true
18441,83261,D. Blackstock,,,,,,,https://media.api-sports.io/football/players/83261.png,true,true
69685,299082,Renato Júnior,,,,,,,https://media.api-sports.io/football/players/299082.png,true,true
185083,105888,Lukas Krüger,,,,,,,https://media.api-sports.io/football/players/105888.png,true,true
59159,20655,Jean-Kevin Duverne,,,,,,,https://media.api-sports.io/football/players/20655.png,true,true
155581,24675,Z. Kereleishvili,,,,,,,,true,true
79713,415163,Kauã Diniz,,,,,,,https://media.api-sports.io/football/players/415163.png,true,true
44336,284532,Zak Sturge,,,,,,,https://media.api-sports.io/football/players/284532.png,true,true
187170,156863,B. Warner,,,,,,,,true,true
215895,38074,P. Hoxhaj,,,,,,,,true,true
55561,437099,Renato Marin,,,,,,,https://media.api-sports.io/football/players/437099.png,true,true
43952,318,Kalidou Koulibaly,,,,,,,https://media.api-sports.io/football/players/318.png,true,true
175095,207845,V. Sotnikov,,,,,,,,true,true
117780,81342,M. Quintana,,,,,,,,true,true
75351,45163,R. Crawford,,,,,,,https://media.api-sports.io/football/players/45163.png,true,true
77475,10084,Egídio,,,,,,,https://media.api-sports.io/football/players/10084.png,true,true
113239,197577,Mansoor Shawkan,,,,,,,,true,true
56232,91578,J. Bouasse,,,,,,,,true,true
166013,104242,Rajaei Ayed,,,,,,,https://media.api-sports.io/football/players/104242.png,true,true
110070,442406,A. Bentagana,,,,,,,,true,true
85598,266216,Víctor Mendoza,,,,,,,https://media.api-sports.io/football/players/266216.png,true,true
80201,408347,Rubens Tadeu,,,,,,,https://media.api-sports.io/football/players/408347.png,true,true
87335,198962,D. Edvardsson,,,,,,,https://media.api-sports.io/football/players/198962.png,true,true
86478,94737,P. Kovács,,,,,,,https://media.api-sports.io/football/players/94737.png,true,true
35097,232239,M. Kouo-Doumbé,,,,,,,,true,true
185071,69996,N. Bouchareb,,,,,,,,true,true
152501,49678,W. Chehaibi,,,,,,,,true,true
189871,332320,Andrés Rodríguez,,,,,,,,true,true
111305,16846,Jhon Cifuente,,,,,,,https://media.api-sports.io/football/players/16846.png,true,true
44878,19391,Connor Kirby,,,,,,,https://media.api-sports.io/football/players/19391.png,true,true
35450,104743,E. Plummer,,,,,,,,true,true
57937,113673,Ilan,,,,,,,,true,true
159397,349286,J. van Gennip,,,,,,,https://media.api-sports.io/football/players/349286.png,true,true
198210,231500,J. Téhoué,,,,,,,,true,true
104503,26996,V. Kravaritis,,,,,,,,true,true
212466,629698,Boobacar Diaby,,,,,,,https://media.api-sports.io/football/players/629698.png,true,true
213478,330914,Flávio Carvalho,,,,,,,,true,true
162130,103413,P. Kelly,,,,,,,,true,true
161942,82946,L. Bell,,,,,,,,true,true
118118,16278,J. Yepez,,,,,,,,true,true
88511,76309,Dmitriy German,,,,,,,https://media.api-sports.io/football/players/76309.png,true,true
153608,493712,Andrey Da Silva,,,,,,,,true,true
87671,1195,Mikhail Kerzhakov,,,,,,,https://media.api-sports.io/football/players/1195.png,true,true
192025,260439,S. Wittwer,,,,,,,,true,true
89069,427632,Dmitriy Aleksandrov,,,,,,,https://media.api-sports.io/football/players/427632.png,true,true
99489,89080,S. Veres,,,,,,,https://media.api-sports.io/football/players/89080.png,true,true
197267,206466,T. Joly,,,,,,,,true,true
44695,19840,M. Kennedy,,,,,,,https://media.api-sports.io/football/players/19840.png,true,true
197451,249380,S. Regui,,,,,,,,true,true
141308,46405,S. Nyembe,,,,,,,,true,true
134181,64181,R. Rahimi,,,,,,,,true,true
144849,409458,Charbel Shamoon,,,,,,,https://media.api-sports.io/football/players/409458.png,true,true
124714,212172,M. Ali Larbi,,,,,,,,true,true
141891,378833,G. Nyarko,,,,,,,,true,true
146699,39790,Horacio Calcaterra,,,,,,,https://media.api-sports.io/football/players/39790.png,true,true
204976,193037,Y. Fofana,,,,,,,,true,true
142978,63849,S. Kozlovskyi,,,,,,,,true,true
83624,33347,Daigo Takahashi,,,,,,,https://media.api-sports.io/football/players/33347.png,true,true
131258,201904,Victor Ramon,,,,,,,https://media.api-sports.io/football/players/201904.png,true,true
48329,10485,Pedro Geromel,,,,,,,https://media.api-sports.io/football/players/10485.png,true,true
130376,519648,J. Corrales,,,,,,,,true,true
76437,321856,A. King,,,,,,,,true,true
146670,39846,Saúl Salas,,,,,,,https://media.api-sports.io/football/players/39846.png,true,true
128178,242962,M. Tejera,,,,,,,,true,true
137793,65784,Victor Hugo Melgar,,,,,,,https://media.api-sports.io/football/players/65784.png,true,true
173176,83176,J. Hansen,,,,,,,,true,true
176039,255322,W. Geworgian,,,,,,,,true,true
172836,48682,S. Hajrovic,,,,,,,,true,true
212891,119473,Alexandre Figueiredo,,,,,,,,true,true
180100,400700,Joshua Mullins,,,,,,,https://media.api-sports.io/football/players/400700.png,true,true
65438,7534,T. Goiginger,,,,,,,https://media.api-sports.io/football/players/7534.png,true,true
171899,542929,K. R. Chhunju,,,,,,,,true,true
114471,42196,Younes Ali,,,,,,,,true,true
152387,244498,O. Zdouga,,,,,,,,true,true
184540,149571,S. Kachmazov,,,,,,,,true,true
214800,613916,J. Carneiro,,,,,,,,true,true
77738,54592,Jeam,,,,,,,,true,true
63561,26356,Moritz Heyer,,,,,,,https://media.api-sports.io/football/players/26356.png,true,true
192244,88076,A. Aschauer,,,,,,,,true,true
145118,98500,M. Zečević,,,,,,,,true,true
101840,90575,I. Cheminava,,,,,,,,true,true
78176,35697,Miller Bolaños,,,,,,,https://media.api-sports.io/football/players/35697.png,true,true
76994,33081,Leandro,,,,,,,https://media.api-sports.io/football/players/33081.png,true,true
74534,329207,Polat Yaldır,,,,,,,https://media.api-sports.io/football/players/329207.png,true,true
184564,53417,J. Owen,,,,,,,,true,true
79684,332654,Evertton Araujo,,,,,,,https://media.api-sports.io/football/players/332654.png,true,true
139311,543455,A. Robles,,,,,,,https://media.api-sports.io/football/players/543455.png,true,true
192048,91085,D. Schulte,,,,,,,,true,true
89110,513090,S. Topinka,,,,,,,https://media.api-sports.io/football/players/513090.png,true,true
158193,383518,E. Di Filipo,,,,,,,,true,true
88168,69914,T. Pukhov,,,,,,,,true,true
58748,11035,Jerson Cabral,,,,,,,https://media.api-sports.io/football/players/11035.png,true,true
1052,19304,C. Yacob,,,,,,,https://media.api-sports.io/football/players/19304.png,true,true
65677,550835,M. Rajkovacic,,,,,,,https://media.api-sports.io/football/players/550835.png,true,true
179234,232565,H. Milton,,,,,,,,true,true
89655,40581,David Stec,,,,,,,https://media.api-sports.io/football/players/40581.png,true,true
35522,18230,A. Wynter,,,,,,,,true,true
85125,35790,Javier Correa,,,,,,,https://media.api-sports.io/football/players/35790.png,true,true
180473,122620,Ton Alcover,,,,,,,https://media.api-sports.io/football/players/122620.png,true,true
204267,134305,M. Boussaïd,,,,,,,,true,true
143432,101444,E. Zaporozhets,,,,,,,https://media.api-sports.io/football/players/101444.png,true,true
75511,53589,I. Konovalov,,,,,,,https://media.api-sports.io/football/players/53589.png,true,true
118538,16687,C. Pandi,,,,,,,,true,true
184071,128931,S. McIlveen,,,,,,,,true,true
173203,210258,J. Hornuss,,,,,,,,true,true
63014,253749,M. Blanco,,,,,,,,true,true
74500,478076,Emir Gundogdu,,,,,,,https://media.api-sports.io/football/players/478076.png,true,true
106240,2644,Rabeaa Sefiani,,,,,,,https://media.api-sports.io/football/players/2644.png,true,true
